Input_file_name_(no_extension),Weather_file_name_(no_extension),External_Interface?
Fault_FoulingCoil.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
Fault_FoulingCoolingTower.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
Fault_FoulingEvapCooler_StripMallZoneEvapCooler.idf,USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3,
Fault_HumidistatOffset_Supermarket.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
Fault_HumidistatOffset_ThermostatOffset_Supermarket.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
Fault_ThermostatOffset_RefBldgMediumOfficeNew2004.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
Flr_Rf_8Sides.idf,USA_CO_Denver-Stapleton_TMY,
FluidCooler.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
FluidCoolerTwoSpeed.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
FourPipeBeamLargeOffice.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
FreeCoolingChiller.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
Furnace.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
FurnaceFuelOil.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
FurnacePLRHeatingCoil.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
FurnaceWithDXSystem.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
FurnaceWithDXSystemComfortControl.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
FurnaceWithDXSystemRHcontrol.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
FurnaceWithDXSystemRHcontrol_cyclingfan.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
FurnaceWithDXSystem_CoolingHXAssisted.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
GSHP-GLHE-CalcGFunctions.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
GSHP-GLHE.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
GSHP-Slinky.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
GSHPSimple-GLHE.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
GasTurbChiller.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
GasTurbChillerHeatRecoveryAuto.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
Generator_PVWatts.idf,USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3,
Generators.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
Generators_Transformer.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
GeneratorswithPV.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
GeneratorwithWindTurbine.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
GeometryTest.idf,USA_CO_Colorado.Springs-Peterson.Field.724660_TMY3,
GroundTempOSCCompactSched.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HPAirToAir_wSolarCollectorHWCoil.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
HP_wICSSolarCollector.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
HVACStandAloneERV_Economizer.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HVACTemplate-5ZoneBaseboardHeat.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HVACTemplate-5ZoneConstantVolumeChillerBoiler.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HVACTemplate-5ZoneDualDuct.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HVACTemplate-5ZoneFanCoil-DOAS.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HVACTemplate-5ZoneFanCoil.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HVACTemplate-5ZoneFurnaceDX.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HVACTemplate-5ZonePTAC-DOAS.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HVACTemplate-5ZonePTAC.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HVACTemplate-5ZonePTHP.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HVACTemplate-5ZonePackagedVAV.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HVACTemplate-5ZonePurchAir.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HVACTemplate-5ZoneUnitaryHeatPump.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HVACTemplate-5ZoneUnitarySystem.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HVACTemplate-5ZoneVAVFanPowered.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HVACTemplate-5ZoneVAVWaterCooled-ObjectReference.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HVACTemplate-5ZoneVAVWaterCooled.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HVACTemplate-5ZoneVRF.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HVACTemplate-5ZoneWaterToAirHeatPumpTowerBoiler.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HeaderedPumpsConSpeed.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HeaderedPumpsVarSpeed.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HeatPump.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HeatPumpAirToAirWithRHcontrol.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
HeatPumpAuto.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HeatPumpCycFanWithEcono.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HeatPumpIAQP_DCV.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HeatPumpIAQP_GenericContamControl.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HeatPumpProportionalControl_DCV.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HeatPumpProportionalControl_DCVDesignRate.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HeatPumpSecondaryCoil.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HeatPumpSimpleDCV.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HeatPumpVRP_DCV.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HeatPumpVSAS.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HeatPumpWaterHeater.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
HeatPumpWaterHeaterStratified.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
HeatPumpWaterToAir.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HeatPumpWaterToAirEquationFit.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HeatPumpWaterToAirWithAntifreezeAndLatentModel.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HeatPumpWaterToAirWithAntifreezeAndLatentModel2.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HeatPumpWaterToAirWithRHControl.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
HeatPumpWaterToAirEquationFit_WaterHeatingDesuperheater_StratifiedTank.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
HeatPumpwithBiquadraticCurves.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HeatRecoveryElectricChiller.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HeatRecoveryPlantLoop.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HeatRecoveryPlantLoopAuto.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HeatRecoverywithStorageTank.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HospitalBaseline.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HospitalBaselineReheatReportEMS.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HospitalLowEnergy.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
House-2FurnaceAC-SequentialLoad.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
House-2FurnaceAC-SequentialUniformPLR.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
House-2FurnaceAC-UniformLoad.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
House-2FurnaceAC-UniformPLR.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HybridVentilationControl.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HybridVentilationControlGlobalSimple.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
HybridZoneModel.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
IceStorage-Parallel.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
IceStorage-Series-ChillerDownstream.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
IceStorage-Series-ChillerUpstream.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
IndEvapCoolerRTUoffice.idf,USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3,
IndirectAbsorptionChiller.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
LBuilding-G000.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
LBuilding-G090.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
LBuilding-G180.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
LBuilding-G270.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
LBuildingAppGRotPar.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
LgOffVAV.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
LgOffVAVusingBasement.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
LookupTables.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
LrgOff_GridStorageDemandLeveling.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
LrgOff_GridStorageEMSSmoothing.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
LrgOff_GridStorageScheduled.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
MicroCogeneration.idf,USA_NJ_Newark.Intl.AP.725020_TMY3,
Minimal.idf,USA_CO_Denver-Stapleton_TMY,
MovableExtInsulationSimple.idf,USA_CO_Denver-Stapleton_TMY,
MovableIntInsulationLights.idf,USA_CO_Denver-Stapleton_TMY,
MovableIntInsulationLightsLowE.idf,USA_CO_Denver-Stapleton_TMY,
MovableIntInsulationSimple.idf,USA_CO_Denver-Stapleton_TMY,
MultiSpeedACFurnace.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
MultiSpeedHP_StagedThermostat.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
MultiSpeedHeatPump_DirectSolution.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
MultiSpeedHeatPump_MultiSolvers.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
MultiStory.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
MultispeedHeatPump.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
Mundt_System_Always_On.idf,USA_FL_Tampa.Intl.AP.722110_TMY3,
Mundt_System_On_During_the_Day.idf,USA_FL_Tampa.Intl.AP.722110_TMY3,
OptimalStart_RefBldgLargeOfficeNew2004_Chicago.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
OutdoorAirUnit.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
OutdoorAirUnitwithAirloopHVAC.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PIUAuto.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PackagedTerminalAirConditioner.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
PackagedTerminalAirConditionerVSAS.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
PackagedTerminalHeatPump.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
PackagedTerminalHeatPumpVSAS.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
ParametricInsulation-5ZoneAirCooled.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PassiveTrombeWall.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PipeHeatTransfer_Outair.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PipeHeatTransfer_Schedule.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PipeHeatTransfer_Underground.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PipeHeatTransfer_Zone.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PipingSystem_Underground_FHX.idf,USA_CO_Denver-Stapleton_TMY,
PipingSystem_Underground_TwoPipe.idf,USA_CO_Denver-Stapleton_TMY,
PipingSystem_Underground_TwoPipe_FD_GroundTemps.idf,USA_CO_Denver-Stapleton_TMY,
PipingSystem_Underground_TwoPipe_Xing_GroundTemps.idf,USA_CO_Denver-Stapleton_TMY,
PlantApplicationsGuide_Example1.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PlantApplicationsGuide_Example2.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PlantApplicationsGuide_Example3.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PlantComponentTemperatureSource.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PlantHorizontalGroundHX.idf,USA_CO_Denver-Stapleton_TMY,
PlantLoadProfile.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PlantLoadProfileCoolingReturnReset.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PlantLoadProfileCoolingReturnResetLookup.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PlantLoadProfile_AutosizedDistrictHeating.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PlantLoopChainCooling.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PlantLoopChainDeadband.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PlantLoopChainDualDeadband.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PlantLoopChainHeating.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PlantLoopHeatPump_EIR_AirSource.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PlantLoopHeatPump_EIR_WaterSource.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PlantPressureDrop.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PlantPressure_PumpCurve.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PlantPressure_VFD_Scheduled.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PlateHeatExchanger.idf,USA_FL_Tampa.Intl.AP.722110_TMY3,
Plenum.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PlenumwithRetAirHeatGain.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PondGroundHeatExchanger.idf,USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3,
PurchAirTables.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PurchAirTables_SQL.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PurchAirTables_wAnnual.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PurchAirWindowBlind.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PurchAirWindowBlind_BlockBeamSolar.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PurchAirWithDaylighting.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PurchAirWithDaylightingAndShadeControl.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PurchAirWithDaylightingAngleFac.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PurchAirWithDoubleFacadeDaylighting.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PythonPluginAirflowNetworkOpeningControlByHumidity.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PythonPluginConstantVolumePurchasedAir.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PythonPluginCurveOverride_PackagedTerminalHeatPump.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PythonPluginCustomOutputVariable.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PythonPluginCustomSchedule.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PythonPluginCustomTrendVariable.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PythonPluginDemandManager_LargeOffice.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PythonPluginDiscreteAirSystemSizes.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PythonPluginLrgOff_GridStorageSmoothing.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PythonPluginPlantLoopOverrideControl.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PythonPluginPlantOperation_largeOff.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PythonPluginReplaceTraditionalManagers_LargeOffice.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PythonPluginTestMathAndKill.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PythonPluginThermochromicWindow.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PythonPluginUserDefined5ZoneAirCooled.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PythonPluginUserDefinedWindACAuto.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PythonPluginWindowShadeControl.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
QTFtest.idf,USA_CO_Denver-Stapleton_TMY,,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RadHiTempElecTermReheat.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RadHiTempGasCtrlOpt.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RadHiTempGasTermReheat.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RadLoHydrHeatCoolAuto.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RadLoHydrHeatCoolAutoCondFD.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RadLoTempCFloHeatCool.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RadLoTempCFloHeatCoolCondFD.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RadLoTempCFloHeatCool_AddedAutosizing.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RadLoTempCFloTermReheat.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RadLoTempElecTermReheat.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RadLoTempElecTermReheatCondFD.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RadLoTempHydrCoolTower.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RadLoTempHydrCoolTowerCondFD.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RadLoTempHydrCtrlOpt.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RadLoTempHydrCtrlOpt2.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RadLoTempHydrHeatCool.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RadLoTempHydrHeatCool2D.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RadLoTempHydrHeatCoolDry.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RadLoTempHydrHeatCoolDryCondFD.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RadLoTempHydrInterMulti.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RadLoTempHydrMulti10.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RadLoTempHydrTermReheat.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RefBldgFullServiceRestaurantNew2004_Chicago.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RefBldgHospitalNew2004_Chicago.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RefBldgLargeHotelNew2004_Chicago.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RefBldgLargeOfficeNew2004_Chicago-ReturnReset.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RefBldgLargeOfficeNew2004_Chicago.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RefBldgMediumOfficeNew2004_Chicago.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RefBldgMidriseApartmentNew2004_Chicago.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RefBldgOutPatientNew2004_Chicago.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RefBldgPrimarySchoolNew2004_Chicago.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RefBldgQuickServiceRestaurantNew2004_Chicago.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RefBldgSecondarySchoolNew2004_Chicago.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RefBldgSmallHotelNew2004_Chicago.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RefBldgSmallOfficeNew2004_Chicago.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RefBldgStand-aloneRetailNew2004_Chicago.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RefBldgStripMallNew2004_Chicago.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RefBldgSuperMarketNew2004_Chicago.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RefBldgWarehouseNew2004_Chicago.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RefMedOffVAVAllDefVRP.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
ReflectiveAdjacentBuilding.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RefrigeratedWarehouse.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
ReliefIndEvapCoolerRTUoffice.idf,USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3,
ReportDaylightFactors.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RetailPackagedTESCoil.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RoomAirflowNetwork.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
SeriesActiveBranch.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
ShopWithPVandBattery.idf,USA_OK_Oklahoma.City-Will.Rogers.World.AP.723530_TMY3,
ShopWithPVandStorage.idf,USA_OK_Oklahoma.City-Will.Rogers.World.AP.723530_TMY3,
ShopWithSimplePVT.idf,USA_OK_Oklahoma.City-Will.Rogers.World.AP.723530_TMY3,
SingleFamilyHouse_TwoSpeed_CutoutTemperature.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
SingleFamilyHouse_TwoSpeed_ZoneAirBalance.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
SmOffPSZ-MultiModeDX.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
SmOffPSZ.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
SmOffPSZ_OnOffStagedControl.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
SolarCollectorFlatPlateWater.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
SolarShadingTest.idf,USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3,
SolarShadingTest_DisableSelfShading.idf,USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3,
SolarShadingTest_DisableSelfShadingGroup.idf,USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3,
SolarShadingTest_ExternalFraction.idf,USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3,
SolarShadingTest_ImportedShading.idf,USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3,
SolarShadingTest_SQL.idf,USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3,
SpectralAngularOpticalProperties_TableData.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
StackedZonesWithInterzoneIRTLayers.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
SteamSystemAutoSize.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
StormWindow.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
StripMallZoneEvapCooler.idf,USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3,
StripMallZoneEvapCoolerAutosized.idf,USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3,
SuperMarketDetailed_DesuperHeatingCoil.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
SuperMarket_DesuperHeatingCoil.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
SuperMarket_DetailedEvapCondenser.idf,USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3,
SuperMarket_DetailedWaterCondenser.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
SuperMarket_EvapCondenser.idf,USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3,
SuperMarket_SharedEvapCondenser.idf,USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3,
SuperMarket_WaterCondenser.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
Supermarket.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
SupermarketSecondary.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
SupermarketSubCoolersVariableSuction.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
SupermarketTranscriticalCO2.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
SupermarketTwoStageFlashIntercooler.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
SupermarketTwoStageShellCoilIntercooler.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
Supermarket_CascadeCond.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
Supermarket_Detailed.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
Supermarket_SharedAirCondenser.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
SupplyPlenumVAV.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
SurfaceGroundHeatExchanger.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
SurfaceHeatSourceTerm_RefBldgSmallOfficeNew2004.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
SurfacePropTest_SurfLWR.idf,USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3,
SurfaceTest.idf,USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3,
SurfaceZonePropTest_LocalEnv.idf,USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3,
